lpad;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c21gtrhh;c22gtrhh;c23gtrhh;c24gtrhh;c25gtrhh;c26gtrhh;c27gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
20.46.70.310.078;1;101;100;1;0;47;6;5;8;4;11;4;0;7;8;0;0;1;0;98;0;1;1;1;1;100;3;98;267;227;0;1;0;0;19;20;0;373.2;4.9;19.5;387.8;18.62;0.6;0;0;19.22;211.59;113.09;2.5;0;41.4;368.58;31;65;3;0;0;0;0;0;0;0;0;0;445;0;27;0;0;0;0;0;0;0;120;0;8;0;174;0;4;0;73;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;4;85;1.15;0;0;4.26;0;0;0.07;0.03;1.05;0;0;0;0.01;0;0;0;0.03;0.9;0;0;0;0;3.1;31.6;0.4;0;0;125.14;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;4.4;709;0.5;5;3.39;162;8.79;847;0.28;25;0.15;14;0;1;0;0;0;0;0;0;1;11;0;0;5.5;38;0;0;0;0;0;0;0.22;108;7.3;0;14.35;686;0;0;1.4;211;43.16;24882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;4;19;101;101;0;101;98;79;50;99;0;0;0;0;0;0;0;0;0;1;0;0;18;18;0;387.4;18.22;0;373.2;4.9;19.1;387.4;18.22;0.6;0;0;18.82;211.59;113.09;2.5;0;41.4;368.58;0;0;0;0;0;0;0;0;0
20.46.70.310.082;1;545;495;50;0;214;18;32;19;10;122;13;15;41;13;31;11;5;1;393;2;18;38;94;3;542;181;364;1238;1240;0;20;8;0;187;111;0;1007.53;46.6;121.83;1082.76;54.22;5.41;12.38;9;81.01;518.55;420.2;4.6;0;58.4;1001.75;375;75;29;62.6;0;2;0.4;1.1;0.2;0;0;0.4;3677;4700;363;383;301;0;10;0;15;0;641;14;130;0;726;186;106;0;117;11;5;0;5;3;7;1;0;0;0;0;0;0;8;0;0;2;0;0;0;0;54;126.91;144.95;87.4;0;0.28;0;0;0.17;0.91;4.95;0.68;5.39;1.07;0.39;2.07;3.86;5.02;6.06;5.27;0.06;0;0;0.1;42.16;114.39;3.39;0;0;250.02;3.53;0;6.07;0.19;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.23;4169;4.42;353;42.88;4228;27.43;2954;1.6;350;4.26;607;0.86;93;0.52;55;1.23;174;1.49;64;2.98;256;0.13;8;7.4;274;1.37;158;1.81;247;0;0;3.5;1595;19.94;0;9.65;1364;0;1;7.64;2373;247.9;111932;0.64;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;47;196;545;541;4;544;462;442;66;496;92;0;5;1;3;1;0;0;1;7;5;0;39;29;0;1077.62;49.69;62.6;1004.49;46.6;119.73;1077.62;49.69;5.41;12.38;8.7;76.18;518.36;420.08;4.6;0;58.4;1001.44;62.6;0;2;0.4;1.1;0.2;0;0;0.4
20.46.70.310.269;1;955;838;117;0;226;20;70;43;35;240;18;36;123;28;76;28;9;3;348;73;119;103;312;3;952;285;670;2345;2272;0;82;5;0;358;36;0;1133.72;140.7;69.15;1062.17;88.47;14.42;13.88;16.5;133.27;305.09;572.81;27;5.5;18.5;928.9;674;70;10;122.9;0;2.7;0;0;0;0;0;0;6061;6777;1053;932;826;35;19;30;38;0;1073;0;76;0;814;34;63;0;43;0;1;0;22;6;14;1;1;0;1;0;0;0;15;5;3;5;5;0;0;15;34;64.89;260.06;172.98;0.2;1.42;0;0.19;1.93;7.65;10.03;1.95;1.31;12.04;0.09;3.12;1.46;5.94;3.2;10.8;0.74;1.52;0;0;55.92;113.03;5.45;0;0;75.42;1.36;0;3.32;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106.38;18991;20.49;1476;117.51;10595;43.67;4304;4.3;793;10.73;1757;0.42;152;3.16;626;1.56;367;1.78;551;2.88;522;0.17;74;1.83;464;2.11;559;6.03;1186;0;0;8.06;2343;44.39;0;5.1;2102;5.55;1158;20.48;1060;207.45;46055;0.27;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;911;114;158;954;936;29;954;459;753;76;821;142;0;4;0;0;0;0;0;0;8;0;0;33;4;0;1045.21;79.6;122.9;1114.83;137.1;67.48;1045.21;79.6;8.13;13.78;16.5;118.01;304.72;571.88;26.6;5.5;18.5;927.2;122.9;0;2.7;0;0;0;0;0;0
20.46.70.310.270;1;988;835;153;0;116;63;105;70;59;223;32;48;95;37;76;44;17;1;384;11;71;144;378;25;963;311;677;2382;2308;0;56;30;0;359;47;0;1393.95;101;84.77;1377.72;92.32;24.68;7.86;16.6;141.46;419.42;785.14;21.6;1;9.1;1236.26;662;131;14;98.5;0;11.3;13;3.8;0;0;0;0;6612;2320;1097;915;700;0;6;0;24;18;1225;58;105;0;907;81;47;0;38;0;0;0;6;5;12;0;4;12;1;0;26;2;5;2;1;8;3;0;0;6;43;108.38;332.89;118.94;0.4;0.55;0.01;0.25;0.51;7.01;18.38;1.59;7.51;4.14;0.13;4.74;9.33;8.25;4.29;13.32;0.82;1.8;1;0;70.39;145.13;1.66;0;0;126.79;1.6;0.4;25.84;0.65;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.31;105.47;16976;22.35;2628;151.08;15838;68.83;9257;5.75;1239;4.7;856;0.68;122;0.48;81;1.54;215;1.14;292;0.62;481;0.19;37;1.62;179;1.62;277;3.88;1055;0.7;0;5.91;3615;94.57;1998;1.9;967;1.1;111;31.91;4619;201.43;73210;0.46;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;929;116;163;974;967;87;974;714;747;12;858;134;0;32;17;7;0;0;0;0;16;8;0;68;8;0;1369.72;85.93;98.5;1387.32;100.1;82.5;1369.72;85.93;24.17;7.33;16.5;133.93;419.28;784.81;21.6;1;9.1;1235.79;98.5;0;11.3;13;3.8;0;0;0;0
20.46.70.310.488;1;222;207;15;0;87;6;22;19;27;28;3;6;11;5;5;2;1;0;215;4;1;2;0;0;222;44;178;510;483;0;10;6;0;53;36;0;934.54;37.1;29.05;926.49;33.83;4.84;0.53;0;39.2;303.61;321.78;1.7;2.2;258;887.29;51;140;19;0;0;0;0;0;0;0;0;0;1114;0;14;10;0;0;0;0;0;0;399;0;13;0;481;41;13;0;172;0;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;95.08;45.23;10.85;0;0.03;0.21;0;0.02;1.25;0.48;0.2;0;0.45;0.01;1.13;0.05;0.6;0.31;1.17;1.65;1.6;0;1.15;20.31;59.15;1.35;0;0;148.05;0.6;0;1.3;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17.87;2072;4.4;18;18.86;1703;33.97;2507;0.89;122;0.11;102;0;2;0;8;0;10;0;0;0.85;86;0;1;4.04;214;0.02;18;0;18;7.13;0;1.12;745;58.4;0;0.6;49;0;0;14.9;912;175.01;80922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;17;38;222;222;0;222;195;166;116;211;0;0;0;0;0;0;0;0;0;7;6;0;46;30;0;924.54;31.91;0;933.84;37.1;27.8;924.54;31.91;4.84;0.53;0;37.28;303.58;321.78;1.7;2.2;258;887.26;0;0;0;0;0;0;0;0;0
20.46.70.509.037;1;426;393;33;0;264;2;20;26;24;38;8;10;11;8;13;2;0;0;418;0;2;4;2;0;426;409;17;1066;1055;1;61;63;0;499;468;1;1613.86;21.3;65.89;1658.45;61.74;14.07;469.13;20.4;565.34;501.02;509.69;0.2;0;82.2;1093.11;227;172;11;10.4;0;0;0;0;0;0;0;0;2820;1660;43;17;21;0;0;0;0;0;665;89;11;0;996;72;2;0;346;0;0;0;0;21;8;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;284.13;44.91;34.1;0;0.01;0;0;0;0;0.85;0;0.1;0;0;0.4;0;0;0.35;0.13;0;0;0;0;15.45;59.25;0.8;0;0;137.09;2.11;0.05;1.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.58;1684;3.79;206;20.02;1711;9.38;678;2.19;179;1.71;230;1.85;186;0.05;15;0.28;54;0;4;1.67;209;0.03;4;3.55;267;0.5;36;3.64;368;0.25;0;1.34;133;171.69;0;0.45;29;0;0;6.55;526;264.1;36992;0.06;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423;26;85;426;421;40;426;400;360;199;415;10;0;0;0;0;0;0;0;0;38;35;0;251;211;1;1656.8;60.59;10.4;1611.66;20.5;65.64;1656.8;60.59;14.07;468.63;20.4;563.69;501.02;509.69;0.2;0;82.2;1093.11;10.4;0;0;0;0;0;0;0;0
20.46.70.509.040;1;576;545;31;0;174;21;52;37;22;100;9;15;52;14;45;29;5;1;416;6;21;28;105;44;532;290;286;1234;1264;0;1;0;0;491;417;0;1610.17;44.8;41.71;1607.08;66.12;20.75;14.05;15.5;116.42;658.9;811.66;3.3;4.6;12.2;1490.66;258;234;18;49.7;0;0.2;1.8;0;0;0;0;1.22;3024;120;207;202;104;0;6;0;8;0;479;0;72;0;762;76;94;0;204;0;9;0;3;14;13;0;1;8;40;0;86;0;5;2;0;3;0;0;0;0;8;151.87;100.55;39.75;0;2.34;0;0.2;0.13;3.06;2.46;0.26;1.06;0.9;0.09;1.36;0.6;0.39;1.63;1;0;0;0.02;0.02;24.34;66.09;5.8;0;0.5;370.69;7.93;0;1.31;0;2.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.87;227.34;24475;4.79;152;48.76;3479;149.79;14359;1.42;167;4.72;943;0.05;21;0.22;36;0.06;9;0.01;4;1.26;149;0.03;9;2.71;128;1.76;363;0.51;85;0.15;0;1.25;272;52.94;1039;3.13;208;0.22;20;9.88;1157;296.88;52126;0.02;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567;27;40;569;558;22;569;454;427;18;516;42;0;1;13;0;0;0;0;4;0;0;0;189;190;0;1600.07;61.01;49.7;1597.06;38.7;41.71;1600.07;61.01;20.25;13.35;14.8;109.41;658.9;811.66;3.3;4.6;12.2;1490.66;49.7;0;0.2;1.8;0;0;0;0;1.22
20.46.70.509.159;1;380;350;30;0;165;26;25;14;10;47;14;12;28;9;22;7;1;0;351;2;14;5;8;5;375;326;54;886;895;0;4;4;0;344;254;0;1014.45;82.8;50.8;982.45;32.88;3.94;0.1;1.4;38.32;495.38;440.75;2.4;0;5.6;944.13;131;103;30;63.2;0;0.6;0.3;0;0;0;0;0;1641;1050;185;73;24;0;0;0;1;0;218;0;32;0;489;39;7;0;176;11;0;0;1;15;11;5;2;1;0;0;0;0;1;1;1;0;0;0;0;2;15;66.1;165.8;88.8;0;0.85;0;0;0.04;1.55;2.55;0.22;0.82;0.38;0;0;0.4;1.29;1.1;0.66;0;0;0;0;27;55.2;0.4;0;0;298.46;0.24;0;4.7;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.24;2846;5.8;542;16.35;1846;24.06;2548;1.02;291;0.71;402;0.05;161;0.2;50;0;71;0;4;0.25;204;0.2;29;0.65;311;0;125;1.65;373;0.1;800;3;661;35.7;0;3.7;464;0;25;18.1;1920;305.35;58714;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;69;46;366;362;8;365;249;223;6;267;67;0;4;2;0;0;0;0;0;1;2;0;128;77;0;974.33;25;63.2;998.73;75.2;50.8;974.33;25;3.84;0.1;1.3;30.24;495.34;440.75;2.4;0;5.6;944.09;63.2;0;0.6;0.3;0;0;0;0;0
20.46.70.509.160;1;162;154;8;0;91;4;21;7;4;21;1;1;7;3;0;2;0;0;119;1;6;1;35;1;161;113;49;373;346;0;8;7;0;117;94;0;372.5;6;15.8;393.97;28.25;5.65;0.5;3.1;37.5;155.67;196.5;4.1;0;0.2;356.47;89;39;6;5.9;0;3.9;0;0;0;0;0;0;747;1064;60;115;7;0;0;0;2;0;140;34;85;0;134;11;48;0;40;12;7;0;1;2;2;0;1;0;0;0;0;0;0;0;0;26;0;0;0;5;25;124.5;6.2;1;0;4.92;0;0;0;0.71;1.9;0.2;0;0;0;0.42;0;0;0.2;0.25;0.05;0.06;0;0;2.02;8.05;0.3;0;0;7.9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.3;1301;2.1;11;10.7;1123;18.2;1169;0;5;0;42;0;0;0;4;0.1;18;0;0;0;10;0;3;0;15;0;10;0;19;0;0;0.1;60;30.3;200;0.5;6;0;0;7.3;1249;120.3;24953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;6;14;155;143;4;153;127;112;2;134;14;0;6;0;0;0;0;0;0;0;1;0;39;18;0;389.72;26.55;5.9;368.25;6;15.8;389.72;26.55;3.2;0.5;3;33.25;155.67;196.5;4.1;0;0.2;356.47;5.9;0;3.9;0;0;0;0;0;0
20.46.70.509.744;1;365;345;20;0;201;5;12;25;18;33;13;21;13;9;10;3;2;0;344;0;11;10;0;1;364;245;120;838;826;0;6;10;0;315;320;0;1201.37;64.5;49.4;1186.27;46.48;11.57;36.48;112.4;206.93;402.04;528;21.2;0;28.1;979.34;106;162;13;20.8;0;0.5;0;0;0;0;0;0;2138;400;99;215;71;0;0;0;0;0;296;100;69;0;633;97;19;0;250;0;7;0;0;7;2;0;0;2;0;0;0;0;1;1;0;0;1;0;0;1;5;193.65;58.8;9.3;0;5.32;0;0;0.03;2.98;10.04;0.45;5.2;0.84;0;4.32;8;0;2.55;9.75;0;0;0.05;0;20.01;43.21;5;0;0;87.03;1.63;0;0.42;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.61;5768;6.74;700;24.69;1761;42.61;4136;5.21;555;4.53;542;2.38;83;1.27;111;0.5;19;0.24;11;10.42;1040;0.1;3;10.51;781;0.28;56;3.48;148;0.75;0;3.52;515;30.36;999;7.86;261;0;0;10.4;1241;303.62;53252;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;24;32;327;325;150;327;250;244;63;283;26;0;3;0;0;0;0;0;0;5;6;0;139;137;0;1178.21;39.83;20.8;1186.91;58;49.3;1178.21;39.83;11.27;36.28;111.5;198.88;402.04;527.99;21.2;0;28.1;979.33;20.8;0;0.5;0;0;0;0;0;0
20.46.70.509.855;1;1076;988;88;0;716;8;39;46;22;88;29;25;50;14;30;6;3;0;891;11;10;61;103;17;1059;716;360;2653;2443;0;39;22;0;823;708;0;2987.03;103.5;126.19;3009.72;122.01;14.64;99.6;21.6;257.85;1367.62;1273.35;16;0.1;94.8;2751.87;452;368;58;95.8;0;5.4;0.4;0;2;0;0;1.7;5802;1960;254;385;231;0;3;0;2;0;1369;63;146;30;1644;160;118;0;444;13;12;0;3;12;8;0;2;1;4;0;23;0;1;4;0;2;0;0;0;3;44;618.26;224.6;113.95;0;1.89;0;0;0.02;2.15;9.45;1.2;2.13;0.77;0;1.55;2.47;2.58;3.02;4.36;0.3;0.35;0;0;56.47;170.05;2.65;0;0;437.19;5.97;0;7.75;0;0.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;88.32;13028;29.42;1234;83.68;8910;85.57;5366;4.87;838;4.71;742;1.3;232;0.31;68;2.66;106;0.01;8;2.11;380;0.41;64;5.51;1219;4.49;934;6.58;797;1.1;0;4.69;855;167.34;1899;3.74;718;0.1;20;47.21;39;663.08;91272;0.7;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1057;83;134;1074;1061;39;1073;796;761;125;900;101;0;16;1;0;1;0;0;5;20;13;0;307;261;0;2985.16;106.88;95.8;2963.09;103;125.07;2985.16;106.88;13.96;92.39;20.7;233.93;1367.55;1273.28;15.5;0.1;94.8;2751.23;95.8;0;4.9;0.4;0;2;0;0;1.7
