lpad;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c21gtrhh;c22gtrhh;c23gtrhh;c24gtrhh;c25gtrhh;c26gtrhh;c27gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
20.46.70.741.083;1;3580;3029;551;0;1198;143;268;147;155;697;97;134;303;144;172;79;36;7;1798;103;290;437;952;15;3565;1507;2073;8664;8347;0;35;7;0;2220;714;0;5599.33;473.4;624.27;5750.36;444.64;18.73;343.51;132.5;939.38;1758.34;2825.94;151.5;7.1;68.1;4810.98;2319;462;81;373.9;0;45.6;1;0.6;1;0;0.2;31.5;21894;19750;3990;2642;2362;36;60;0;101;92;4528;38;548;20;3228;140;131;0;146;0;3;0;56;12;27;0;1;13;1;0;1411;4;63;14;0;35;5;0;0;13;308;122.12;1514.68;349.49;0.2;2.06;4.18;11.11;0.6;30.77;23.62;3.24;20.56;5.98;0.69;16.85;11.02;13.67;15;31.27;3.41;1.55;0.19;0.09;253.03;602.07;21.3;0;0.34;369.9;3.67;2.65;21.82;0.25;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.64;258.24;32480;64.32;6936;293.77;28169;162.86;13719;13.88;2178;31.23;3118;3.05;274;1.71;169;5.23;673;2.46;343;7.14;667;0.8;60;6.45;709;12.85;1428;4.64;346;3.86;0;9.61;2053;251.5;1998;31.6;7850;12.27;2811;111.44;15329;1527.4;487683;8.68;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3322;345;931;3560;3527;157;3558;2284;2674;166;3042;529;0;125;1;1;1;0;1;119;3;1;0;470;127;0;5603.71;378.87;373.9;5458.25;463.9;609.2;5603.71;378.87;18.48;269.6;130.1;797.05;1757.14;2824.72;149.6;7.1;68.1;4806.66;373.9;0;44.6;1;0.6;1;0;0.2;31.3
20.46.70.741.743;1;618;473;145;0;264;3;39;19;57;72;16;20;55;19;40;12;2;0;245;108;41;48;176;6;612;198;420;1428;1454;0;5;2;0;386;146;0;620.19;28.8;82.86;674.25;56.37;7.19;32.04;13.9;109.5;276.2;267.35;11.3;0.9;9;564.75;450;41;6;69.5;0;5.8;0;0;0;0;0;0;2310;1500;635;443;214;0;21;0;20;0;773;11;110;9;441;14;60;0;23;0;0;0;2;2;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;6.04;301.32;111.23;0;0.81;0;0.06;0.06;2.28;0.8;0.48;1.41;0.55;0.01;0.41;0.45;3.4;0.18;2.2;0.2;0.2;0;0;46.2;92.81;4.24;0;0;47;0.24;0;0.05;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.35;5292;24.78;974;31.74;1572;41.68;2068;0.58;65;2.57;329;0.25;23;0.39;34;0.25;21;0.31;20;0.18;8;0.04;3;0.59;20;0.16;18;0.88;56;0.3;0;0.71;100;82.69;0;1.57;137;1.07;8;28.9;184;110.39;32119;0.12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585;25;121;617;575;78;589;318;433;34;529;70;0;18;0;0;0;0;0;0;0;0;0;37;22;0;660.14;48.97;69.3;607.82;27.8;80.12;660.14;48.97;6.92;29.05;11.1;96.04;276.16;266.94;11.1;0.9;9;564.1;69.3;0;5.8;0;0;0;0;0;0
20.46.70.750.038;1;1208;1093;115;0;278;119;123;80;80;172;42;64;100;42;69;24;10;5;719;27;77;101;284;3;1205;353;855;2750;2750;0;15;0;0;683;312;0;2119.38;209.4;231.12;2141.1;136.2;11.46;5.71;28.7;182.07;667.59;1190.64;68.4;0.4;32;1959.03;813;241;27;162.3;0;39;3.8;0;0;0;0;26.62;8784;7880;1588;860;639;0;10;0;32;0;2001;24;66;0;1309;124;18;0;140;0;3;0;5;14;24;1;6;3;167;1;1184;3;45;5;0;13;2;0;0;13;81;84.92;564.33;113.58;0;1.07;0;0.01;0.04;10.47;5.42;1.16;3.97;2.77;0.34;5.12;2.73;2.55;6.03;7.47;0.57;0.7;0.04;0.12;116.44;253.33;6.63;0;0;135.55;0.67;0.8;24.18;0.01;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.28;169.46;19400;51.59;7203;102.16;12066;98.15;7996;3.9;411;8.75;999;0.51;44;1.18;130;0.27;34;0.51;38;1.13;110;0.33;30;1.19;69;3.14;294;1.59;189;7.22;0;2.04;469;152.25;250;8.09;999;0.2;35;37.17;2834;530.75;143363;5.47;1282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1201;208;303;1207;1194;44;1203;779;988;23;1113;275;0;124;6;0;0;0;0;76;2;0;0;182;118;0;2124.34;126.48;162.3;2101.52;207.4;230.22;2124.34;126.48;11.38;5.71;23.9;167.47;667.54;1190.03;66.9;0.4;32;1956.87;162.3;0;37.7;3.8;0;0;0;0;26.32
20.46.70.750.746;1;1966;1739;227;0;623;66;147;124;87;380;29;88;176;48;140;40;11;7;1056;41;151;240;478;12;1954;694;1272;4792;4653;0;10;4;0;1242;935;0;3696.49;204.8;282.75;3774.44;249.76;26.44;14.48;9.1;299.78;1053.8;2158.96;111.3;1.4;149.2;3474.66;1214;309;89;148.4;0;10.3;5;6.4;0;0;0;31.33;13934;11917;2440;1515;1262;40;30;0;15;20;2767;77;151;15;2190;156;114;0;118;0;5;11;17;9;35;0;1;0;1399;5;2044;1;215;8;0;36;0;0;0;4;106;249.25;721.77;115.96;0;3.01;0;0.21;1.34;19.11;15.48;2.59;8.47;8.22;0.52;4.14;7.98;5.32;9.16;18.3;0.6;0.55;0.01;0.2;120.85;372.32;21.01;0;0;177.69;4.43;0;8.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.12;116.37;16800;32.55;3687;105.06;11965;47.87;2797;5.21;925;7.36;934;2.24;124;0.73;66;1.6;709;0.7;80;1.16;153;0.33;29;3.62;125;2.63;636;1.29;398;5.03;0;4.5;1361;132.61;0;16.91;3029;7.75;2027;34.6;5685;1560.09;450208;3.52;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1872;192;406;1959;1942;50;1957;1152;1495;129;1708;199;0;34;3;3;0;0;0;86;3;0;0;388;310;0;3735.96;220.9;148.4;3642.55;184.2;277.61;3735.96;220.9;25.66;13.98;6.8;267.34;1053.53;2157.89;106.6;1.4;149.2;3468.62;148.4;0;9.9;2.6;6.4;0;0;0;31.33
20.46.77.175.113;1;2034;1940;94;0;685;74;156;121;95;270;55;59;152;108;183;58;14;4;1807;23;44;55;105;52;1982;438;1596;4397;4339;1;86;82;0;2566;2022;1;4862.48;288.2;544.25;5118.53;520.43;68.72;38.88;206.9;834.93;1603.64;2559.66;31;5.1;84.2;4283.6;1370;543;37;237.4;0;5.5;2.5;0.3;0;0;0;1.8;13408;6250;512;587;28;0;3;0;4;0;2588;29;347;73;1865;60;169;0;1117;21;49;0;2;99;52;2;14;15;13;7;15;0;17;13;1;6;0;0;0;4;438;85.43;1483.04;748.38;0;13.54;0.06;0.26;0.16;36.77;31.8;16.83;17.89;7.91;0.64;9.77;21.04;3.84;15.13;10.49;0.56;0.84;0.06;0.69;436.26;877.79;22.35;0;0.4;399.4;5.56;0.38;22.41;2.1;1.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.61;266.86;42593;8.27;542;42.66;6119;286.48;37730;4.37;810;15.54;2878;0.62;177;0.11;61;0.18;50;0.25;49;5.32;1117;0.06;8;5.32;732;6.18;1557;2.21;377;32.85;31968;8.79;2283;82.62;19980;3.85;571;2.05;810;22.78;6743;1660.6;974277;12.27;14456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2029;284;936;2033;2009;318;2032;1919;1805;209;1994;423;0;15;5;2;0;0;0;7;21;23;0;756;678;1;5109.9;513.71;237.4;4844.55;278.1;543.45;5109.9;513.71;67.32;38.88;206.5;826.41;1603.55;2559.64;31;5.1;84.2;4283.49;237.4;0;5.5;2.5;0.3;0;0;0;1.8
20.46.77.473.374;1;587;543;44;0;136;66;79;45;38;60;25;21;46;26;29;16;0;0;507;1;25;13;41;15;572;543;44;1299;1326;0;82;81;0;720;686;0;2132.55;127.8;218.28;2223.03;88.17;5.12;34.16;6.5;133.95;1036.86;977.92;16.1;8.5;49.7;2089.08;213;253;58;81;0;3.6;0.4;0.4;0;0;0;2.8;3993;670;332;207;15;0;1;0;4;40;1035;33;18;0;960;164;6;0;332;20;1;0;1;15;15;0;1;5;0;1;10;0;0;4;0;0;0;0;0;1;245;154.9;273.4;112.26;0.2;0.48;0;0;0.01;0.44;9.02;0.91;0.41;0.03;0;0.49;1.75;2.7;2.2;1.74;0.8;0.8;0;0;80.6;361.11;2.4;0;0.3;413.06;18.54;0.2;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157.49;17692;1.96;32;14.29;864;112.8;11151;1.88;218;5.49;502;1.36;126;0.34;33;0.05;8;0;0;0.65;62;0.02;1;42;201;1.5;291;0.99;98;9.8;0;1.35;94;165.2;0;0;0;0;0;6.3;390;459.13;142843;0.4;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575;174;267;587;579;26;587;521;479;200;530;169;0;6;1;1;0;0;0;6;62;67;0;438;406;0;2211.45;77.02;81;2118.92;124.2;216.73;2211.45;77.02;4.88;33.97;6.5;122.37;1036.86;977.92;16.1;8.5;49.7;2089.08;81;0;3.6;0.4;0.4;0;0;0;2.8
20.46.77.473.449;1;1616;1471;145;0;505;67;160;97;92;166;47;55;125;90;142;49;21;0;1448;12;72;48;36;62;1554;933;683;3475;3382;1;37;30;0;1986;1825;0;2726.79;285.5;459.21;2901.43;133.28;9.22;79.94;54.1;276.54;1179.01;1335.28;29.2;14.7;66.7;2624.89;1227;279;23;463.9;0;2.9;7.4;3.2;0.7;0;0;14.65;8837;2305;773;853;138;0;18;0;54;129;1625;12;83;9;1420;80;25;0;923;35;2;0;2;47;27;22;6;376;0;0;1;0;0;8;3;11;49;0;0;4;124;75.18;1104.81;553.97;0.21;2.79;1;0.02;0.1;7.49;21.24;3.6;8.14;2.32;0.16;6.97;9.26;6.15;9.88;4.34;0.13;6;0;0.8;298.62;551.41;7.15;0;1;281.3;6.95;0;9.29;1.15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;160.98;33844;5.14;456;26.55;5203;127.41;18042;4.59;625;24.97;4035;0.29;83;0.87;122;0.1;20;0;3;1.62;278;0.07;7;17.86;2867;9.1;2473;0.53;599;64.67;0;17.5;6857;178.52;300;2.42;354;0.7;401;5.41;197;683.54;477997;3.47;2830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1562;249;636;1616;1606;236;1615;1487;1405;224;1571;595;0;14;12;3;1;0;0;38;10;7;0;447;396;0;2895.24;128.89;463.9;2717.64;281.3;457.97;2895.24;128.89;8.85;78.98;54;270.72;1178.84;1335.08;29.2;14.7;66.7;2624.52;463.9;0;2.9;7.4;3.2;0.7;0;0;14.65
20.46.77.482.075;1;695;615;80;0;315;10;103;67;22;90;14;21;24;5;17;6;1;0;463;90;5;13;124;3;692;319;376;1683;1525;0;23;13;0;457;365;0;1395.66;25.9;89.46;1459.22;131.25;19.27;9.3;220.3;380.12;493.06;572.34;9;4.5;0.2;1079.1;447;140;7;0;0;1.2;1.8;1;0;0;0;0;4813;1271;172;144;153;0;2;0;0;0;531;12;18;20;645;69;50;0;138;0;0;0;1;10;11;0;0;1;0;2;0;0;1;4;0;115;3;0;0;0;5;120.61;132.29;91.72;0;1.33;0;0.02;0;13.54;9.49;2.05;4.89;1.35;0.01;2.86;3.28;0.85;2.09;4.35;1.2;0.4;0;0;55.51;199.09;1.65;0;0;131.35;0.1;0.5;6.25;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.29;58.8;9074;5.94;315;21.64;3074;39.68;4387;0;192;0.9;563;0;63;0;102;0;48;0;0;0.4;98;0;64;0;104;0.36;332;0;155;20.5;0;1.95;377;72.8;0;1.9;807;0;2;18.62;1856;377.92;117349;2.45;346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;638;22;146;693;689;212;692;472;488;1;617;0;0;2;3;1;0;0;0;0;3;3;0;132;97;0;1451.6;124.16;0;1388.36;23.2;86.44;1451.6;124.16;19.27;9.3;220;372.73;492.87;572.3;9;4.5;0.2;1078.87;0;0;1.2;1.8;1;0;0;0;0
20.46.77.482.450;1;2056;1918;138;0;524;31;162;135;127;316;73;89;205;159;157;62;13;1;1485;16;86;125;344;46;2010;656;1400;4556;4494;0;26;24;0;2075;1627;0;4959.83;197.3;480.76;5243.3;401.75;57.54;37.44;84;580.73;1718.44;2825.23;69.2;5.8;43.9;4662.57;1214;540;80;180.7;0;26.3;16.4;0;0;0;0;18.7;12030;3810;395;229;222;0;1;0;4;105;2314;29;158;20;1562;65;42;0;872;37;14;0;1;36;35;1;20;18;11;0;1581;5;66;21;0;33;6;0;0;29;347;225.25;1230.01;581.15;1.33;11.49;0.02;0.02;0.33;28.74;25.04;6.59;10.58;8.97;0.92;16;13.2;5.84;15.25;11.99;0.37;0.65;0;0;342.15;868.76;6.43;0;0.1;354.77;5.24;3.14;44.32;0.42;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.34;208.72;33765;29.27;1690;77.2;10330;269.17;33463;7.84;1119;9.32;2626;2.64;494;0.55;270;0.74;204;0.27;55;3.07;1379;0.23;77;0.55;189;4.72;3005;1.58;669;13.38;999;6.25;4136;206.43;9991;3.42;901;7.87;1029;63.57;5180;1919.4;777870;2.63;2847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2041;190;686;2055;2024;244;2052;1811;1727;159;1918;307;0;48;32;0;0;0;0;19;5;5;0;753;550;0;5208.36;377.92;180.7;4918.65;190.1;479.81;5208.36;377.92;54.43;37.03;78.1;547.48;1717.55;2824.83;68.8;5.8;43.9;4660.88;180.7;0;26.2;16.4;0;0;0;0;18.7
20.46.77.607.599;3;5414;4938;476;0;1356;113;389;303;207;894;154;188;604;301;505;218;138;44;2310;55;596;775;1678;134;5280;1616;3798;12083;11948;0;220;161;0;3840;3643;0;8700.12;746.5;1013.38;8967.35;428.68;74.11;137.64;55.5;695.93;2716.15;4901.17;99.9;12.4;541.8;8271.42;2720;805;203;1052.7;0;54;6.1;13.3;0;0;0;23.08;19655;10335;2315;1074;2074;0;21;50;51;30;3960;353;312;23;2644;269;136;0;1165;24;14;0;14;122;174;17;23;350;2;1;5;0;8;33;1;5;5;0;0;35;224;394.05;2123.4;945.78;0.2;18.89;0.4;0.19;1.6;59.62;81.32;19.43;26.14;16.89;1.18;16.53;39.31;13.73;26.55;30.16;4.79;4.35;0.11;0.41;493.69;1061.41;57.89;0;0.2;512.92;19.72;9.16;36.36;0.05;15.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.65;440.56;62143;43.5;4126;162.21;14126;317.85;41584;17.57;1443;50.44;6538;5.1;454;2.22;191;1.61;132;0.81;68;9.28;642;1.59;145;15.7;2144;8.33;2234;6.34;690;88.06;0;36.77;10929;531.46;5994;51.53;10348;5.9;2662;60.2;11146;2725.06;1087887;10.49;4175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4791;577;1927;5391;5354;138;5384;3217;3805;974;4253;1572;0;130;10;13;0;0;0;32;103;88;0;1256;1142;0;8840.86;347.44;1052.7;8557.92;707.6;990.2;8840.86;347.44;64.25;135.47;39;586.16;2713.8;4892.6;94.1;12.4;541.8;8254.7;1052.7;0;50.5;5.7;13.3;0;0;0;23.08
20.46.77.773.114;1;2820;2452;368;0;1286;54;150;89;64;405;61;95;222;127;171;64;26;6;1388;37;106;193;1096;167;2653;819;2001;6292;6298;12;31;23;0;1829;1509;1;4802.34;281.8;1065.43;5585.97;282.47;57.01;137.94;755.5;1232.92;1662.47;2509.58;55.6;6.7;118.7;4353.05;1702;438;75;432.5;0;16.8;4;0;2;0;0.2;38.34;13573;8736;885;481;951;0;20;60;14;120;2101;82;192;0;1783;183;132;0;391;12;9;0;4;46;35;10;5;144;1;1;2;0;3;15;4;37;0;0;0;3;27;190.29;892.16;402.67;0.02;9.19;0;0.01;1.07;21.36;44.7;10.48;11.02;9.93;0.53;9.08;14.99;4.72;10.63;13.01;4.07;4.67;0;0;227.31;653.84;28.09;0;0.21;386.31;8.8;0.22;42.45;1.33;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.32;379.01;58349;15.92;897;111.12;16023;204.63;27911;5.75;1080;16.26;3466;4.28;414;0.96;185;0.08;25;0.02;11;2.19;388;0.45;62;3.16;467;2.2;634;3.89;980;14.1;0;5.75;3124;327.17;1649;5.89;3432;1.49;1220;54.73;9069;1362.82;429566;3.02;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2674;241;799;2811;2780;450;2800;1573;2197;131;2486;553;0;34;4;0;1;0;1;114;8;5;0;611;542;1;5498.93;254.32;432.5;4711.91;273;1060.02;5498.93;254.32;48.89;136.87;713.2;1153.28;1661.68;2504.47;54.1;6.7;118.7;4345.65;432.5;0;16.4;3;0;2;0;0.2;38
